Document group,Document name,Code,Segment,Memos,Comment,Other codes assigned to segment
WPRO,Australia. Victoria. 2009. Heatwave Planning Guide Development of heatwave plans in local councils in Victoria . 2009,Mental Health Outcomes  > Symptoms or other outcomes,"Heat stroke is a life-threatening emergency. It occurs when the body is unable to prevent its temperature rising rapidly. The symptoms may be the same as for heat exhaustion, but the skin may be dry with no sweating, and the person’s mental condition worsens. They may stagger, appear confused, have a fit or collapse and become unconscious.", ,,"Search term > mental (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Symptoms or other outcomes > Altered mental status due to heat stroke (Weight: 0)"
WPRO,Australia. Victoria. 2009. Heatwave Planning Guide Development of heatwave plans in local councils in Victoria . 2009,Mental Health Outcomes  > Symptoms or other outcomes > Altered mental status due to heat stroke,"Heat stroke is a life-threatening emergency. It occurs when the body is unable to prevent its temperature rising rapidly. The symptoms may be the same as for heat exhaustion, but the skin may be dry with no sweating, and the person’s mental condition worsens. They may stagger, appear confused, have a fit or collapse and become unconscious.", ,,"Search term > mental (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)"
WPRO,Australia. Victoria. 2009. Heatwave Planning Guide Development of heatwave plans in local councils in Victoria . 2009,Search term > mental,mental, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Altered mental status due to heat stroke (Weight: 0)"
WPRO,Australia. Victoria. 2009. Heatwave Planning Guide Development of heatwave plans in local councils in Victoria . 2009,Mental Health Interventions or Plans,"The following principles have been developed concerning integrated planning for health and wellbeing: 
Table 1: Principles of integrated planning11 
Principle This means council will: 
Identify areas for action using the four environments for health 
Take into consideration the built, social, economic and natural environments in identifying issues and determining appropriate strategies. 
Ask questions using the best available information to understand the issues 
Research available data and seek the advice of experts on local health outcomes, patterns of behaviour, service needs and opportunities. This is compared with relevant regional, state and national trends. 
Listen to the community 
Encourage people to have a say and be heard: both their concerns and their solutions. Actions are meaningful to the local community, attract local participation and are locally driven. 
Reduce the risks of health and wellbeing inequality 
Ensure that vulnerable population groups in the community are specifically supported to avoid the risks and minimise harm. 
Choose action based on what is most likely to work 
Evaluate what has been tried in the past and research what others have done so that action is based on evidence and more likely to provide achievable and measurable outcomes. 
Work in partnership with communities, the private sector, the community sector and other tiers of government 
Actively engage partners across a broad range of sectors — remembering that using the four environments means many might not be traditional health partners. Partnership reduces duplication and maximises effort. 
Build capacity across the community Use information, skill development, support and advocacy to increase the capacity of individuals and community partners to contribute to solutions. 
Other trends in planning in local government 
Planning in local government has seen a number of trends recently that have influenced best practice, including community strengthening and engagement. 
People being connected to others in neighbourhoods, communities and society (referred to as ‘social capital’) has focused attention on the capacity of community members and local networks. 
Communities high in social capital are high in resilience and self-reliance and more active in dealing with local needs and issues. This has led to an investment in community strengthening or community capacity building. Community strengthening involves the active creation of sustainable networks and partnerships of local stakeholders and community members to achieve agreed outcomes through mechanisms such as integrated planning, collaboration and skill development. 
Successful community strengthening helps to create stronger social and civic institutions, improved wellbeing and increased social and economic opportunities", ,,"Search term > wellbeing (Weight: 0)
Search term > resilience (Weight: 0)
Mental Health Interventions or Plans > Community (Weight: 0)"
WPRO,Australia. Victoria. 2009. Heatwave Planning Guide Development of heatwave plans in local councils in Victoria . 2009,Mental Health Interventions or Plans > Community,"The following principles have been developed concerning integrated planning for health and wellbeing: 
Table 1: Principles of integrated planning11 
Principle This means council will: 
Identify areas for action using the four environments for health 
Take into consideration the built, social, economic and natural environments in identifying issues and determining appropriate strategies. 
Ask questions using the best available information to understand the issues 
Research available data and seek the advice of experts on local health outcomes, patterns of behaviour, service needs and opportunities. This is compared with relevant regional, state and national trends. 
Listen to the community 
Encourage people to have a say and be heard: both their concerns and their solutions. Actions are meaningful to the local community, attract local participation and are locally driven. 
Reduce the risks of health and wellbeing inequality 
Ensure that vulnerable population groups in the community are specifically supported to avoid the risks and minimise harm. 
Choose action based on what is most likely to work 
Evaluate what has been tried in the past and research what others have done so that action is based on evidence and more likely to provide achievable and measurable outcomes. 
Work in partnership with communities, the private sector, the community sector and other tiers of government 
Actively engage partners across a broad range of sectors — remembering that using the four environments means many might not be traditional health partners. Partnership reduces duplication and maximises effort. 
Build capacity across the community Use information, skill development, support and advocacy to increase the capacity of individuals and community partners to contribute to solutions. 
Other trends in planning in local government 
Planning in local government has seen a number of trends recently that have influenced best practice, including community strengthening and engagement. 
People being connected to others in neighbourhoods, communities and society (referred to as ‘social capital’) has focused attention on the capacity of community members and local networks. 
Communities high in social capital are high in resilience and self-reliance and more active in dealing with local needs and issues. This has led to an investment in community strengthening or community capacity building. Community strengthening involves the active creation of sustainable networks and partnerships of local stakeholders and community members to achieve agreed outcomes through mechanisms such as integrated planning, collaboration and skill development. 
Successful community strengthening helps to create stronger social and civic institutions, improved wellbeing and increased social and economic opportunities", ,,"Search term > wellbeing (Weight: 0)
Search term > resilience (Weight: 0)
Mental Health Interventions or Plans (Weight: 0)"
WPRO,Australia. Victoria. 2009. Heatwave Planning Guide Development of heatwave plans in local councils in Victoria . 2009,Search term > wellbeing,wellbeing, ,,"Mental Health Interventions or Plans (Weight: 0)
Mental Health Interventions or Plans > Community (Weight: 0)"
WPRO,Australia. Victoria. 2009. Heatwave Planning Guide Development of heatwave plans in local councils in Victoria . 2009,Search term > resilience,resilience, ,,"Mental Health Interventions or Plans (Weight: 0)
Mental Health Interventions or Plans > Community (Weight: 0)"
WPRO,Australia. Victoria. 2009. Heatwave Planning Guide Development of heatwave plans in local councils in Victoria . 2009,Search term > wellbeing,wellbeing, ,,"Mental Health Interventions or Plans (Weight: 0)
Mental Health Interventions or Plans > Community (Weight: 0)"
WPRO,Australia. Victoria. 2009. Heatwave Planning Guide Development of heatwave plans in local councils in Victoria . 2009,Search term > resilience,resilience, ,,
WPRO,Australia. Victoria. 2009. Heatwave Planning Guide Development of heatwave plans in local councils in Victoria . 2009,Mental Health Interventions or Plans,"Care of vulnerable groups 
Using the vulnerable population groups identified in the municipal scan, local councils should raise awareness of the health effects of heatwaves, encourage protective behaviours during heatwaves and provide regular contact and supportive services to people during heatwaves. 
Family, friends or council service providers should make direct contact (for example by telephone call or personal visit) with vulnerable people to ask about their general wellbeing and how they are coping. Local councils might consider suggestions to help minimise inside temperatures, stay hydrated and relocate to cooler areas for periods of time. Additionally, vulnerable people should have access to the contact details of health and emergency services.", ,,"Search term > wellbeing (Weight: 0)
Mental Health Interventions or Plans > Individual (Weight: 0)"
